#,question_id,pubmed_id,answer,short_answer,mean_distance_a,ARS,hallucination_index,vector_distances,vector_scores,bm25_scores,rerank_sentiments,rerank_sentiments,question,QRS,vector_distances_question,vector_scores_question,bm25_scores_raw,bm25_scores_question,reranked_score,ranks,ground_truth,correctness
98,99,20363841,"No, symptoms alone are not reliable predictors of COPD in smokers; they add little beyond age and smoking history.",no,168.985,49,46,"[126.399, 156.113, 156.757, 163.425, 165.417, 169.63, 171.365, 171.808, 172.884, 173.163, 178.183, 191.046, 200.619]","[0.629, 0.531, 0.529, 0.507, 0.501, 0.487, 0.481, 0.48, 0.476, 0.475, 0.459, 0.417, 0.385]","[2.073, 0.98, 0.875]","[['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]",Do symptoms predict COPD in smokers?,56,"[231.364, 261.564, 273.808, 217.551, 242.109, 250.154, 258.904, 278.445, 240.781, 254.188, 208.933, 233.901, 235.191]","[0.588, 0.526, 0.501, 0.616, 0.566, 0.549, 0.531, 0.491, 0.568, 0.541, 0.633, 0.582, 0.58]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10.36, 10.79, 11.13]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.518, 0.54, 0.556]","[0.997, 0.996, 0.995, 0.993, 0.993, 0.985, 0.934, 0.854, 0.809, 0.665, 0.988, 0.987, 0.987]","[1, 2, 3, 4, 5, 9, 10, 11, 12, 13, 6, 7, 8]",no,correct
99,100,20187289,"No, prescriptions alone are not a reliable proxy for asthma in children, as many children with asthma do not receive or fill such prescriptions, and medication use can be influenced by other factors.",no,124.675,63,26,"[94.478, 154.873]","[0.734, 0.535]",[],"[['neutral'], ['neutral']]",[],Prescriptions as a proxy for asthma in children: a good choice?,66,"[217.262, 178.425]","[0.616, 0.696]","[0, 0]","[0, 0]","[0.994, 0.12]","[1, 2]",no,correct
100,101,25592625,"Maybe, a brief baseline check (history, HR, BP) is advised, but routine ECG or continuous monitoring is usually unnecessary once normal values are confirmed.",maybe,309.16,3,67,"[188.315, 287.569, 301.821, 313.583, 327.502, 332.527, 352.39, 369.574]","[0.426, 0.099, 0.053, 0.014, -0.032, -0.048, -0.114, -0.17]","[1.574, 0.493]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]",Is cardiovascular evaluation necessary prior to and during beta-blocker therapy for infantile hemangiomas?,76,"[124.236, 187.715, 184.727, 196.523, 80.995, 203.184, 87.602, 120.202]","[0.807, 0.677, 0.683, 0.659, 0.895, 0.645, 0.881, 0.815]","[0, 0, 0, 0, 0, 0, 17.82, 19.46]","[0, 0, 0, 0, 0, 0, 0.891, 0.973]","[0.99, 0.955, 0.913, 0.899, 0.882, 0.471, 0.988, 0.963]","[1, 4, 5, 6, 7, 8, 2, 3]",no,incorrect
101,102,25859857,"No, neoadjuvant chemotherapy does not alter the frequency or topographic distribution of lymph‑node metastases in cervical cancer, so the extent of lymphadenectomy should remain extensive regardless of NACT response.",no,134.263,60,19,"[71.24, 112.049, 114.719, 126.876, 149.279, 159.547, 159.956, 180.439]","[0.81, 0.676, 0.667, 0.627, 0.554, 0.52, 0.519, 0.451]","[2.357, 0.949, 0.414]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]",Could the extent of lymphadenectomy be modified by neoadjuvant chemotherapy in cervical cancer?,77,"[159.565, 99.163, 197.678, 113.253, 150.021, 149.61, 145.151, 130.081, 0]","[0.734, 0.858, 0.656, 0.829, 0.754, 0.755, 0.764, 0.795, 0]","[0, 0, 0, 0, 0, 0, 14.07, 16.03, 12.83]","[0, 0, 0, 0, 0, 0, 0.703, 0.801, 0.641]","[0.97, 0.947, 0.941, 0.842, 0.837, 0.48, 0.763, 0.468, 0.13]","[1, 2, 3, 4, 5, 7, 6, 8, 3]",no,correct
102,103,14745753,"Yes, half‑dose CE‑3D‑MRA with 50 % diluted gadolinium at 1 mL/s produces image quality comparable to a full dose for the abdominal aorta and its major branches.",yes,157.332,53,30,"[130.223, 136.465, 142.615, 158.883, 171.867, 203.937]","[0.616, 0.596, 0.576, 0.522, 0.48, 0.374]","[2.029, 1.541]","[['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]",Is half-dose contrast-enhanced three-dimensional MR angiography sufficient for the abdominal aorta and pelvis?,71,"[182.754, 178.363, 194.386, 184.152, 148.392, 132.907, 0]","[0.687, 0.696, 0.663, 0.684, 0.757, 0.789, 0]","[0, 0, 0, 0, 0, 26.96, 21.61]","[0, 0, 0, 0, 0, 1.348, 1.08]","[0.929, 0.6, 0.264, 0.121, 0.113, 0.952, 0.121]","[2, 3, 4, 5, 6, 1, 2]",yes,correct
103,104,15939071,"Yes, the study shows that a high cumulative regular insulin dose is associated with increased carotid intima‑media thickness, indicating a higher atherosclerosis risk in type 1 diabetes.",yes,111.041,68,10,"[83.015, 87.234, 105.274, 106.853, 172.83]","[0.772, 0.758, 0.698, 0.693, 0.476]",[1.337],"[['entailment'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]",[['neutral']],High cumulative insulin exposure: a risk factor of atherosclerosis in type 1 diabetes?,80,"[124.332, 115.729, 188.47, 140.538, 61.124]","[0.806, 0.824, 0.675, 0.773, 0.936]","[0, 0, 0, 0, 16.48]","[0, 0, 0, 0, 0.824]","[0.992, 0.976, 0.944, 0.838, 0.133]","[1, 2, 3, 4, 5]",yes,correct
104,105,18594195,"Yes, older patients who refuse a self‑management intervention in the Netherlands differ from those who agree: they are generally less motivated, report poorer health status, lower self‑efficacy, and higher levels of depressive symptoms, which are associated with lower willingness to participate.",yes,177.093,46,33,"[128.233, 225.953]","[0.623, 0.302]","[2.507, 0.827]","[['neutral'], ['neutral']]","[['neutral'], ['neutral']]",Do older patients who refuse to participate in a self-management intervention in the Netherlands differ from older patients who agree to participate?,74,"[95.731, 216.781]","[0.865, 0.617]","[30.85, 13.51]","[1.543, 0.676]","[0.81, 0.148]","[1, 2]",yes,correct
105,106,25614468,"Maybe, MRI shows comparable accuracy to MDCT for T and N staging but lower sensitivity than EUS; its role is limited and further studies are needed.",maybe,259.28,19,58,"[210.032, 251.37, 263.73, 263.925, 264.243, 266.606, 295.051]","[0.354, 0.218, 0.178, 0.177, 0.176, 0.168, 0.075]","[0.885, 0.509]","[['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction']]","[['neutral'], ['contradiction']]",Preoperative locoregional staging of gastric cancer: is there a place for magnetic resonance imaging?,71,"[180.933, 204.95, 167.205, 190.655, 173.382, 84.874, 186.759]","[0.691, 0.642, 0.719, 0.671, 0.706, 0.887, 0.679]","[0, 0, 0, 0, 0, 21.3, 12.29]","[0, 0, 0, 0, 0, 1.065, 0.615]","[0.99, 0.97, 0.605, 0.451, 0.285, 0.875, 0.668]","[1, 2, 5, 6, 7, 3, 4]",no,incorrect
106,107,26879871,"Yes, depression diagnosis and antidepressant prescribing differ by location, showing significant variation across neighbourhoods and ethnic groups.",yes,138.502,59,28,"[73.476, 106.024, 117.146, 124.619, 127.034, 128.764, 137.412, 140.554, 150.199, 163.647, 174.963, 177.75, 178.934]","[0.803, 0.696, 0.659, 0.635, 0.627, 0.621, 0.593, 0.582, 0.551, 0.507, 0.469, 0.46, 0.456]","[0.75, 0.314, 0.286]","[['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction']]","[['neutral'], ['neutral'], ['contradiction']]",Does depression diagnosis and antidepressant prescribing vary by location?,67,"[212.379, 183.702, 136.586, 203.348, 220.865, 214.161, 186.528, 220.869, 185.851, 228.804, 106.455, 203.842, 152.235]","[0.626, 0.685, 0.781, 0.645, 0.609, 0.623, 0.679, 0.609, 0.681, 0.593, 0.843, 0.644, 0.749]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15.45, 15.09, 16.23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.772, 0.754, 0.811]","[0.996, 0.995, 0.992, 0.99, 0.99, 0.989, 0.985, 0.821, 0.629, 0.251, 0.995, 0.995, 0.986]","[1, 3, 5, 6, 7, 8, 10, 11, 12, 13, 2, 4, 9]",yes,correct
107,108,18307476,"Yes, the study shows that increasing the maximum SSI benefit by $100 reduces disability among the poorest elderly by roughly 15‑20 %, indicating that SSI does lower disability in this group.",yes,153.097,54,38,"[133.096, 142.652, 147.842, 151.634, 152.591, 190.766]","[0.607, 0.576, 0.559, 0.546, 0.543, 0.418]","[3.201, 1.198, 1.083]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['entailment']]",Upstream solutions: does the supplemental security income program reduce disability in the elderly?,60,"[227.754, 233.899, 238.235, 236.728, 225.909, 196.791, 0]","[0.595, 0.582, 0.574, 0.577, 0.599, 0.658, 0]","[0, 0, 0, 0, 14.06, 22.47, 16.37]","[0, 0, 0, 0, 0.703, 1.123, 0.819]","[0.975, 0.973, 0.835, 0.203, 0.981, 0.894, 0.975]","[2, 3, 5, 6, 1, 4, 1]",yes,correct
108,109,15151701,"Yes, peer review can help profile quality of care, but its effectiveness depends on structured methods, reviewer training, and clear criteria; without these, reliability and consistency are limited.",yes,174.329,47,39,"[126.408, 143.783, 177.333, 181.699, 183.047, 198.182, 209.853]","[0.629, 0.572, 0.462, 0.447, 0.443, 0.393, 0.355]","[1.483, 1.063]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]",Profiling quality of care: Is there a role for peer review?,66,"[129.496, 236.306, 244.346, 182.386, 192.441, 224.594, 169.343]","[0.796, 0.577, 0.561, 0.688, 0.667, 0.601, 0.714]","[0, 0, 0, 0, 0, 8.16, 8.77]","[0, 0, 0, 0, 0, 0.408, 0.439]","[0.995, 0.991, 0.948, 0.748, 0.121, 0.984, 0.582]","[1, 2, 4, 5, 7, 3, 6]",yes,correct
109,110,21569408,"No, the study found the deprivation‑mortality relationship to be homogeneous across regions, indicating context does not alter it.",no,154.805,54,28,"[122.578, 124.542, 131.653, 142.705, 148.594, 155.816, 156.427, 160.508, 163.043, 164.024, 165.447, 175.156, 177.51, 179.274]","[0.642, 0.635, 0.612, 0.575, 0.556, 0.532, 0.53, 0.517, 0.509, 0.505, 0.501, 0.469, 0.461, 0.455]","[1.3, 1.139, 0.821]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral']]","[['neutral'], ['contradiction'], ['neutral']]",Does context matter for the relationship between deprivation and all-cause mortality?,72,"[180.427, 157.848, 166.904, 162.75, 187.367, 156.489, 176.863, 188.724, 181.7, 177.212, 159.257, 165.929, 100.699, 172.576]","[0.692, 0.738, 0.719, 0.728, 0.678, 0.741, 0.699, 0.675, 0.689, 0.698, 0.735, 0.721, 0.855, 0.708]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12.4, 15.8, 12.23]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.62, 0.79, 0.612]","[0.995, 0.991, 0.989, 0.988, 0.985, 0.984, 0.983, 0.981, 0.943, 0.934, 0.711, 0.993, 0.991, 0.279]","[1, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 2, 3, 14]",no,correct
110,111,23587089,"Yes, Dutch primary schools’ food policies need improvement: many lack clear rules, enforcement is inconsistent, and both teachers and parents see the school’s role as supportive but not decisive. Clear, enforceable guidelines, better communication with parents, and collaboration with nutrition experts are recommended to strengthen the policy’s impact on children’s dietary behaviour.",yes,107.301,69,14,"[63.606, 86.355, 87.104, 87.704, 104.374, 105.567, 106.244, 111.568, 111.656, 113.475, 114.266, 114.622, 123.298, 124.593, 155.079]","[0.835, 0.761, 0.758, 0.756, 0.701, 0.697, 0.695, 0.678, 0.677, 0.671, 0.669, 0.668, 0.639, 0.635, 0.535]","[4.766, 2.372, 1.668]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]",School food policy at Dutch primary schools: room for improvement?,74,"[166.43, 158.585, 122.546, 181.303, 175.355, 158.852, 162.177, 154.113, 182.65, 175.451, 157.702, 176.644, 144.31, 78.493, 156.428]","[0.72, 0.736, 0.81, 0.69, 0.702, 0.736, 0.729, 0.745, 0.687, 0.702, 0.738, 0.699, 0.766, 0.9, 0.741]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17.37, 20.69, 16.83]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.868, 1.035, 0.841]","[0.995, 0.994, 0.992, 0.992, 0.988, 0.987, 0.985, 0.965, 0.962, 0.96, 0.925, 0.572, 0.994, 0.989, 0.197]","[1, 3, 4, 5, 7, 8, 9, 10, 11, 12, 13, 14, 2, 6, 15]",yes,correct
111,112,21881325,"Yes, preoperative statins reduce postoperative atrial fibrillation after CABG.",yes,168.611,49,32,"[130.955, 149.612, 156.61, 160.454, 160.969, 186.57, 194.441, 209.276]","[0.614, 0.553, 0.53, 0.517, 0.515, 0.431, 0.405, 0.357]","[1.634, 0.586, 0.582]","[['entailment'], ['entailment'], ['neutral'], ['neutral'], ['contradiction'], ['entailment'], ['entailment'], ['neutral']]","[['entailment'], ['entailment'], ['neutral']]",Do preoperative statins reduce atrial fibrillation after coronary artery bypass grafting?,73,"[209.188, 212.174, 204.285, 102.787, 169.545, 140.028, 127.568, 123.985]","[0.633, 0.627, 0.643, 0.85, 0.714, 0.774, 0.8, 0.807]","[0, 0, 0, 0, 0, 18.67, 23.39, 22.45]","[0, 0, 0, 0, 0, 0.934, 1.17, 1.122]","[0.987, 0.983, 0.98, 0.862, 0.83, 0.99, 0.989, 0.987]","[4, 5, 6, 7, 8, 1, 2, 3]",yes,correct
112,113,26134053,"Yes, the study shows that active outcome feedback is largely absent yet highly valued by residents, indicating it could be leveraged to support deliberate practice and enhance performance in emergency medicine training.",yes,281.255,12,100,"[150.558, 248.452, 322.464, 340.006, 344.793]","[0.55, 0.228, -0.015, -0.073, -0.089]","[1.883, 1.826, 1.274]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral'], ['neutral']]",Outcome Feedback within Emergency Medicine Training Programs: An Opportunity to Apply the Theory of Deliberate Practice?,26,"[442.21, 416.352, 388.651, 415.358, 299.769, 0, 0]","[0.157, 0.209, 0.266, 0.211, 0.448, 0, 0]","[0, 0, 0, 0, 23.88, 19.27, 16.93]","[0, 0, 0, 0, 1.194, 0.963, 0.846]","[0.975, 0.93, 0.148, 0.134, 0.885, 0.99, 0.973]","[1, 2, 4, 5, 3, 1, 2]",maybe,incorrect
113,114,25274085,"Yes, adding validated SNP scores to clinical models modestly improves discrimination (c‑index rises from ~0.20 to ~0.22), indicating potential benefit, but performance remains limited and further validation is needed.",yes,266.485,17,61,"[221.619, 236.726, 261.508, 297.618, 314.952]","[0.316, 0.266, 0.185, 0.066, 0.009]","[1.688, 0.583]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]",Can multiple SNP testing in BRCA2 and BRCA1 female carriers be used to improve risk prediction models in conjunction with clinical assessment?,70,"[218.828, 227.51, 210.909, 141.858, 80.302]","[0.613, 0.595, 0.629, 0.771, 0.896]","[0, 0, 0, 20.47, 27.82]","[0, 0, 0, 1.024, 1.391]","[0.828, 0.345, 0.154, 0.979, 0.887]","[3, 4, 5, 1, 2]",no,incorrect
114,115,19468282,"Yes, it predicts functional outcomes such as chronic ambulation and guides prognosis and rehabilitation planning.",yes,304.726,4,77,"[262.296, 285.89, 300.483, 300.917, 304.448, 307.56, 316.125, 323.579, 341.24]","[0.182, 0.105, 0.057, 0.056, 0.044, 0.034, 0.006, -0.019, -0.077]","[1.083, 0.637, 0.0]","[['contradiction'], ['neutral'], ['contradiction'], ['neutral'], ['contradiction'], ['contradiction'], ['neutral'], ['neutral'], ['contradiction']]","[['neutral'], ['neutral'], ['contradiction']]",Is determination between complete and incomplete traumatic spinal cord injury clinically relevant?,64,"[218.084, 212.919, 213.039, 236.337, 223.65, 224.502, 183.867, 132.865, 207.24]","[0.615, 0.625, 0.625, 0.577, 0.603, 0.602, 0.685, 0.789, 0.637]","[0, 0, 0, 0, 0, 0, 15.26, 20.27, 16.62]","[0, 0, 0, 0, 0, 0, 0.763, 1.013, 0.831]","[0.973, 0.852, 0.788, 0.73, 0.206, 0.167, 0.923, 0.921, 0.47]","[1, 4, 5, 6, 8, 9, 2, 3, 7]",maybe,incorrect
115,116,25371231,"Yes, evidence suggests that low vitamin D levels—both insufficiency and deficiency—are associated with the initiation and progression of osteochondritis dissecans.",yes,135.31,60,20,"[84.946, 145.965, 151.963, 158.368]","[0.765, 0.565, 0.545, 0.524]",[1.107],"[['neutral'], ['neutral'], ['neutral'], ['neutral']]",[['neutral']],Is vitamin D insufficiency or deficiency related to the development of osteochondritis dissecans?,76,"[179.737, 177.606, 155.808, 73.31]","[0.693, 0.697, 0.742, 0.911]","[0, 0, 0, 20.18]","[0, 0, 0, 1.009]","[0.949, 0.936, 0.745, 0.981]","[2, 3, 4, 1]",maybe,incorrect
116,117,20530150,"No, cholecystectomy alone is not an indication for splenectomy in mild hereditary spherocytosis; splenectomy should be reserved for haematological indications.",no,144.226,57,24,"[107.357, 136.37, 140.512, 152.046, 155.353, 158.23, 159.715]","[0.692, 0.596, 0.583, 0.545, 0.534, 0.524, 0.52]",[0.921],"[['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['neutral'], ['neutral'], ['neutral']]",[['neutral']],Is cholecystectomy really an indication for concomitant splenectomy in mild hereditary spherocytosis?,74,"[180.278, 157.331, 136.055, 153.505, 149.107, 161.465, 161.309]","[0.692, 0.739, 0.782, 0.747, 0.756, 0.73, 0.731]","[0, 0, 0, 0, 0, 0, 16.87]","[0, 0, 0, 0, 0, 0, 0.844]","[0.574, 0.47, 0.443, 0.422, 0.183, 0.124, 0.993]","[2, 3, 4, 5, 6, 7, 1]",no,correct
117,118,26085176,"Yes, the study shows T1‑weighted imaging alone detects bone metastases with comparable sensitivity and specificity at both 1.5 T and 3 T, and STIR adds no diagnostic benefit, especially at 3 T.",yes,289.534,9,93,"[174.101, 227.796, 230.838, 347.023, 359.329, 398.116]","[0.472, 0.296, 0.286, -0.096, -0.136, -0.264]","[1.303, 0.787]","[['neutral'], ['neutral'], ['neutral'], ['contradiction'], ['entailment'], ['contradiction']]","[['neutral'], ['neutral']]",MR Diagnosis of Bone Metastases at 1.5 T and 3 T: Can STIR Imaging Be Omitted?,39,"[333.179, 348.05, 268.856, 335.215, 335.911, 359.262, 0, 0]","[0.379, 0.349, 0.511, 0.375, 0.374, 0.326, 0, 0]","[0, 0, 0, 0, 0, 0, 14.63, 17.02]","[0, 0, 0, 0, 0, 0, 0.732, 0.851]","[0.977, 0.961, 0.938, 0.727, 0.476, 0.211, 0.926, 0.267]","[1, 2, 3, 4, 5, 6, 1, 2]",yes,correct
118,119,21256734,"No, baseline pain intensity does not predict a poor opioid response; appropriate titration yields similar outcomes across mild, moderate, and severe pain levels.",no,151.774,55,23,"[90.301, 98.533, 114.123, 121.243, 148.095, 173.697, 179.709, 213.165, 227.098]","[0.748, 0.721, 0.669, 0.646, 0.558, 0.474, 0.454, 0.344, 0.298]",[1.86],"[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]",[['neutral']],Does pain intensity predict a poor opioid response in cancer patients?,77,"[148.481, 161.748, 170.386, 152.022, 179.269, 60.674, 179.786, 100.125, 134.882]","[0.757, 0.73, 0.712, 0.75, 0.694, 0.937, 0.693, 0.856, 0.785]","[0, 0, 0, 0, 0, 0, 0, 0, 15.05]","[0, 0, 0, 0, 0, 0, 0, 0, 0.753]","[0.986, 0.974, 0.949, 0.513, 0.232, 0.129, 0.121, 0.11, 0.994]","[2, 3, 4, 5, 6, 7, 8, 9, 1]",no,correct
119,120,28027677,"Yes, availability of prerecorded VODcasts tends to reduce attendance among first‑year pre‑clinical Graduate Entry to Medicine students.",yes,281.164,12,87,"[255.245, 256.529, 261.283, 262.89, 280.387, 281.264, 282.501, 302.3, 314.163, 315.08]","[0.206, 0.201, 0.186, 0.181, 0.123, 0.12, 0.116, 0.051, 0.012, 0.009]","[0.586, 0.227]","[['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral'], ['neutral']]","[['neutral'], ['neutral']]",Do prerecorded lecture VODcasts affect lecture attendance of first-yearpre-clinical Graduate Entry to Medicine students?,44,"[262.378, 294.845, 320.761, 312.499, 331.391, 320.101, 312.947, 298.564, 305.384, 270.367, 0]","[0.524, 0.458, 0.405, 0.422, 0.383, 0.406, 0.421, 0.45, 0.436, 0.508, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 11.46, 15.17]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0.573, 0.758]","[0.994, 0.986, 0.97, 0.957, 0.954, 0.832, 0.743, 0.283, 0.188, 0.87, 0.235]","[1, 2, 3, 4, 5, 7, 8, 9, 10, 6, 2]",no,incorrect
